Motif Number,C11,C21,C31,C41,C12,C22,C32,C42,C13,C23,C33,C43,C14,C24,C34,C44,x_o,y1_o,y2_o,z_o,T,T1,min_alpha,max_alpha,min_kappa,max_kappa,basal_e,t_duration,n_sampling,max_s,eta_t3
2668,0,0,1,1,-1,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2669,0,0,1,1,-1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2670,0,0,1,1,-1,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2671,0,0,1,1,-1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2672,0,0,1,1,-1,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2673,0,0,1,1,-1,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2674,0,0,1,1,-1,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2675,0,0,1,1,-1,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2676,0,0,1,1,-1,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2677,0,0,1,1,-1,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2678,0,0,1,1,-1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2679,0,0,1,1,-1,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2680,0,0,1,1,-1,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2681,0,0,1,1,-1,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2682,0,0,1,1,-1,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2683,0,0,1,1,-1,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2684,0,0,1,1,-1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2685,0,0,1,1,-1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2686,0,0,1,1,-1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2687,0,0,1,1,-1,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2688,0,0,1,1,-1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2689,0,0,1,1,-1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2690,0,0,1,1,-1,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2691,0,0,1,1,-1,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2692,0,0,1,1,-1,0,1,0,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2693,0,0,1,1,-1,0,1,0,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2694,0,0,1,1,-1,0,1,0,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2695,0,0,1,1,-1,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2696,0,0,1,1,-1,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2697,0,0,1,1,-1,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2698,0,0,1,1,-1,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2699,0,0,1,1,-1,0,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2700,0,0,1,1,-1,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2701,0,0,1,1,-1,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2702,0,0,1,1,-1,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2703,0,0,1,1,-1,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2704,0,0,1,1,-1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2705,0,0,1,1,-1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2706,0,0,1,1,-1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2707,0,0,1,1,-1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2708,0,0,1,1,-1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2709,0,0,1,1,-1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2710,0,0,1,1,-1,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2711,0,0,1,1,-1,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2712,0,0,1,1,-1,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2713,0,0,1,1,-1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2714,0,0,1,1,-1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2715,0,0,1,1,-1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2716,0,0,1,1,-1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2717,0,0,1,1,-1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2718,0,0,1,1,-1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2719,0,0,1,1,-1,0,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2720,0,0,1,1,-1,0,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2721,0,0,1,1,-1,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2722,0,0,1,1,-1,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2723,0,0,1,1,-1,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2724,0,0,1,1,-1,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2725,0,0,1,1,-1,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2726,0,0,1,1,-1,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2727,0,0,1,1,-1,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2728,0,0,1,1,-1,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2729,0,0,1,1,-1,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2730,0,0,1,1,-1,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2731,0,0,1,1,-1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2732,0,0,1,1,-1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2733,0,0,1,1,-1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2734,0,0,1,1,-1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2735,0,0,1,1,-1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2736,0,0,1,1,-1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2737,0,0,1,1,-1,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2738,0,0,1,1,-1,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2739,0,0,1,1,-1,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2740,0,0,1,1,-1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2741,0,0,1,1,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2742,0,0,1,1,-1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2743,0,0,1,1,-1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2744,0,0,1,1,-1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2745,0,0,1,1,-1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2746,0,0,1,1,0,0,1,-1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2747,0,0,1,1,0,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2748,0,0,1,1,0,0,1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2749,0,0,1,1,0,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2750,0,0,1,1,0,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2751,0,0,1,1,0,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2752,0,0,1,1,0,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2753,0,0,1,1,0,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2754,0,0,1,1,0,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2755,0,0,1,1,0,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2756,0,0,1,1,0,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2757,0,0,1,1,0,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2758,0,0,1,1,0,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2759,0,0,1,1,0,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2760,0,0,1,1,0,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2761,0,0,1,1,0,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2762,0,0,1,1,0,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2763,0,0,1,1,0,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2764,0,0,1,1,0,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2765,0,0,1,1,0,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2766,0,0,1,1,0,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2767,0,0,1,1,0,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2768,0,0,1,1,0,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2769,0,0,1,1,0,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2770,0,0,1,1,0,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2771,0,0,1,1,0,0,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2772,0,0,1,1,0,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2773,0,0,1,1,0,0,1,0,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2774,0,0,1,1,0,0,1,0,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2775,0,0,1,1,0,0,1,0,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2776,0,0,1,1,0,0,1,0,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2777,0,0,1,1,0,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2778,0,0,1,1,0,0,1,0,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2779,0,0,1,1,0,0,1,0,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2780,0,0,1,1,0,0,1,0,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2781,0,0,1,1,0,0,1,0,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2782,0,0,1,1,0,0,1,0,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2783,0,0,1,1,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2784,0,0,1,1,0,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2785,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2786,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2787,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2788,0,0,1,1,0,0,1,0,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2789,0,0,1,1,0,0,1,0,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2790,0,0,1,1,0,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2791,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2792,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2793,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2794,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2795,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2796,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2797,0,0,1,1,0,0,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2798,0,0,1,1,0,0,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2799,0,0,1,1,0,0,1,1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2800,0,0,1,1,0,0,1,1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2801,0,0,1,1,0,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2802,0,0,1,1,0,0,1,1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2803,0,0,1,1,0,0,1,1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2804,0,0,1,1,0,0,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2805,0,0,1,1,0,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2806,0,0,1,1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2807,0,0,1,1,0,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2808,0,0,1,1,0,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2809,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2810,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2811,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2812,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2813,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2814,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2815,0,0,1,1,0,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2816,0,0,1,1,0,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2817,0,0,1,1,0,0,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2818,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2819,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2820,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2821,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2822,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2823,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2824,0,0,1,1,1,0,1,-1,-1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2825,0,0,1,1,1,0,1,-1,-1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2826,0,0,1,1,1,0,1,-1,-1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2827,0,0,1,1,1,0,1,-1,-1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2828,0,0,1,1,1,0,1,-1,-1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2829,0,0,1,1,1,0,1,-1,-1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2830,0,0,1,1,1,0,1,-1,-1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2831,0,0,1,1,1,0,1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2832,0,0,1,1,1,0,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2833,0,0,1,1,1,0,1,-1,0,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2834,0,0,1,1,1,0,1,-1,0,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2835,0,0,1,1,1,0,1,-1,0,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2836,0,0,1,1,1,0,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2837,0,0,1,1,1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2838,0,0,1,1,1,0,1,-1,0,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2839,0,0,1,1,1,0,1,-1,0,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2840,0,0,1,1,1,0,1,-1,0,1,0,1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2841,0,0,1,1,1,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2842,0,0,1,1,1,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2843,0,0,1,1,1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2844,0,0,1,1,1,0,1,-1,1,1,0,-1,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2845,0,0,1,1,1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2846,0,0,1,1,1,0,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2847,0,0,1,1,1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
2848,0,0,1,1,1,0,1,-1,1,1,0,1,1,0,1,0,0,0,0,0,10000,2000,0.1,10,0.001,100,0.05,5,100,1,0.005
